id;NUMBER_OF_INSTALMENTS;TYPE_OF_LEASE;CAR_PRICE;DOWNPAYMENT_TO_CAR_PRICE;RESIDUAL_VALUE_TO_CAR_PRICE;LEGAL_FORM_group;WHETHER_CUSTOMER_BEFORE;CUSTOMER_FOR;NET_ASSETS;ANNUAL_TURNOVER_LAST_YEAR;ANNUAL_COSTS;ANNUAL_INCOME_LAST_YEAR;NUMBER_OF_EMPLOYEES;COMPANY_AGE;REGION;PKD_group;PKD_section;EMAIL;PHONE;TYPE_OF_VEHICLE;VEHICLE_AGE;FRAUD
9168;36;FL;239437.4;0.2000;0.0100;freelancer;no;0;?;2200000;0;1750000;3;17;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
9169;36;FL;63568.29;0.2000;0.0100;freelancer;no;0;0;172204.44;0;-16322.56;3;3;Warszawa_Mazowsze;services;E;NO;YES;PKW;0;NO
9170;24;FL;74300;0.2000;0.1900;freelancer;no;0;?;1924446.62;0;271722.51;2;5;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
9171;44;FL;89461.79;0.1500;0.0100;capital_company;no;0;136628.04;731824;0;305348;17;8;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
9172;24;FL;216991.87;0.4500;0.1900;personal_company;no;0;5022913;10547352;0;1527239;10;9;Bydgoszcz_Torun_Kujawy;?;?;NO;YES;PKW;0;NO
9173;36;FL;61422.75;0.2000;0.0100;capital_company;no;0;343298;891542;0;170999;2;1;Warszawa_Mazowsze;?;?;NO;NO;PKW;0;NO
9174;24;FL;48211.38;0.4500;0.1900;freelancer;no;0;?;405000;0;255000;0;7;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
9175;48;FL;36585.38;0.4500;0.0100;freelancer;no;0;?;0;0;0;0;0;Warszawa_Mazowsze;services;J;NO;YES;PKW;2;NO
9176;24;FL;266178.86;0.4500;0.1900;freelancer;no;0;0;13482833;0;585000;3;23;Katowice_Gorny_Slask;building;F;NO;YES;PKW;0;NO
9177;36;FL;62000;0.4500;0.0100;freelancer;no;0;?;823139.69;0;57761.19;1;8;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;0;NO
9178;37;FL;51350;0.1000;0.0100;freelancer;no;0;1452428;4406773;0;372372;20;7;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;NO;YES;PKW;1;NO
9179;60;FL;53008.13;0.2000;0.0100;freelancer;yes;0;1452428;4406773;0;372372;20;8;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;NO;YES;PKW;1;NO
9180;24;FL;99024.39;0.4500;0.1900;civil_partnership;no;0;?;1181321;0;345076;5;14;Kielce_Radom_Gory_Swietokrzyskie;?;?;NO;YES;PKW;0;NO
9181;36;FL;188211.38;0.3000;0.0100;freelancer;no;0;?;254278.5;0;102242.26;0;13;Zielona_Gora_Lubuskie;?;?;YES;YES;PKW;0;NO
9182;36;FL;200813.01;0.3000;0.0100;personal_company;no;0;0;72210.7;0;3045.88;5;2;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
9183;36;FL;119369.92;0.2987;0.0100;freelancer;no;0;?;388824.13;0;19405.71;3;2;Warszawa_Mazowsze;?;?;NO;YES;PKW;1;NO
9184;60;FL;165483.74;0.1500;0.0100;freelancer;no;0;?;1501910.99;0;212471.09;6;0;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;0;NO
9185;60;FL;178048.78;0.1500;0.0100;freelancer;yes;2;?;1501910.99;0;212471.09;6;3;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;1;NO
9186;24;FL;132947.15;0.4500;0.1900;personal_company;no;0;1;2155273.75;0;659720.56;8;4;Krakow_Malopolska;building;F;NO;YES;PKW;0;NO
9187;24;FL;293902.44;0.3900;0.1900;freelancer;no;0;?;20000;0;2131.09;0;1;Katowice_Gorny_Slask;services;R;NO;YES;PKW;0;NO
9188;31;FL;121951.22;0.3000;0.0700;capital_company;no;0;1061700;1116584;0;51952;9;2;Dolny_Slask;?;?;YES;YES;PKW;0;NO
9189;36;FL;231707.32;0.3000;0.0100;capital_company;no;0;18174000;23050535;0;1134023;51;1;Zielona_Gora_Lubuskie;building;F;NO;NO;PKW;1;NO
9190;36;FL;79557.72;0.1000;0.0100;freelancer;no;0;0;1518000;0;480000;9;2;Katowice_Gorny_Slask;services;I;NO;YES;PKW;0;NO
9191;36;FL;147398.37;0.3500;0.0100;freelancer;yes;0;0;1518000;0;480000;9;3;Katowice_Gorny_Slask;services;I;NO;YES;PKW;0;NO
9192;36;FL;89935.77;0.2000;0.0100;freelancer;no;0;0;17171042.8;0;963765.23;1;7;Lodz_Ziemia_Lodzka;services;I;NO;YES;PKW;0;NO
9193;36;FL;62113.82;0.2500;0.0100;freelancer;yes;1;0;17171042.8;0;963765.23;1;9;Lodz_Ziemia_Lodzka;services;I;NO;YES;PKW;0;NO
9194;48;FL;46016.26;0.3000;0.0100;capital_company;no;0;87830.02;0;0;0;1;0;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;1;NO
9195;36;FL;137398.37;0.2100;0.2000;capital_company;no;0;4652866.86;6559677.91;0;275079.73;11;3;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;3;YES
9196;36;FL;31138.21;0.2000;0.0100;freelancer;no;0;0;3444294;0;147976;1;8;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;0;NO
9197;48;FL;103132.52;0.3000;0.0100;freelancer;no;0;?;317237;0;216000;1;?;Poznan_Wielkopolska;services;M;NO;YES;PKW;0;NO
9198;24;FL;42682.93;0.3000;0.1900;freelancer;no;0;?;55087;0;42340;0;12;Poznan_Wielkopolska;services;Q;NO;YES;PKW;2;NO
9199;60;FL;76500;0.1000;0.0100;freelancer;no;0;0;1586307.79;0;493336.57;12;6;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
9200;60;FL;76500;0.1000;0.0100;freelancer;no;0;0;1586307.79;0;493336.57;12;6;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
9201;60;FL;100700;0.1000;0.0100;freelancer;yes;0;0;1586307.79;0;493336.57;12;6;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
9202;60;FL;101626.02;0.1200;0.0100;freelancer;no;0;?;450000;0;130000;2;5;Szczecin_Pomorze_Zachodnie;?;?;NO;YES;PKW;1;NO
9203;36;FL;53333.33;0.2995;0.0100;freelancer;no;0;?;135125.12;0;24871.3;1;2;Kielce_Radom_Gory_Swietokrzyskie;services;M;NO;NO;PKW;0;NO
9204;24;FL;96000;0.3000;0.1900;civil_partnership;no;0;?;?;0;?;200;4;Poznan_Wielkopolska;sale;G;YES;YES;PKW;0;NO
9205;36;FL;95990;0.2000;0.0100;civil_partnership;yes;1;?;?;0;?;200;6;Poznan_Wielkopolska;sale;G;YES;YES;PKW;0;NO
9206;36;FL;103000;0.3000;0.0100;civil_partnership;yes;2;?;?;0;?;200;7;Poznan_Wielkopolska;sale;G;YES;YES;LKW;0;NO
9207;36;FL;60975.61;0.2500;0.0100;freelancer;no;0;0;88330;0;45450;1;6;Kielce_Radom_Gory_Swietokrzyskie;services;M;NO;NO;PKW;0;NO
9208;36;FL;110040.65;0.2586;0.0100;civil_partnership;no;0;?;1488114.01;0;275304.86;14;12;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
9209;24;FL;57682.93;0.2000;0.1900;freelancer;no;0;0;30000000;0;10000000;1;0;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
9210;36;FL;95934.96;0.4500;0.0100;freelancer;no;0;?;178379.61;0;119441.54;0;6;Warszawa_Mazowsze;services;K;NO;YES;PKW;0;NO
9211;36;FL;45772.36;0.4000;0.0100;freelancer;no;0;0;66999.87;0;1268.79;3;5;Katowice_Gorny_Slask;services;I;NO;YES;PKW;0;NO
9212;36;FL;60426.02;0.1000;0.0100;freelancer;no;0;?;1623915;0;296719;0;20;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
9213;24;FL;71292.68;0.4000;0.1900;freelancer;no;0;7674879.46;1847988989;0;95904065;21;15;Bydgoszcz_Torun_Kujawy;sale;G;NO;YES;PKW;0;NO
9214;24;FL;74796.75;0.3000;0.1900;freelancer;no;0;0;360000;0;142160.57;4;3;Gdansk_Gdynia_Pomorze_Gdanskie;services;H;NO;NO;PKW;0;NO
9215;24;FL;27700;0.3000;0.1900;capital_company;no;0;21501343.3;68164095;0;71899002;15;8;Krakow_Malopolska;sale;G;NO;YES;PKW;6;NO
9216;36;FL;55511.38;0.2000;0.0100;freelancer;no;0;0;24523;0;11244;1;0;Gdansk_Gdynia_Pomorze_Gdanskie;services;J;NO;YES;PKW;0;NO
9217;48;FL;53861.79;0.1000;0.0100;capital_company;no;0;8809047.58;16143254.4;0;566005.1;17;7;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
9218;36;FL;109500;0.1000;0.0100;civil_partnership;no;0;?;1346076;0;84710;2;10;Lublin_Chelm;?;?;NO;NO;PKW;0;NO
9219;48;FL;64792.68;0.2253;0.0100;freelancer;no;0;0;94978.99;0;28780.49;0;2;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
9220;48;FL;91765.85;0.2000;0.0100;capital_company;yes;0;1115039.27;1727810.23;0;-132026;5;4;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
9221;36;FL;41861.79;0.2000;0.0100;capital_company;yes;0;1115039.27;1727810.23;0;-132026;5;4;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
9222;49;FL;86504.08;0.3500;0.0100;capital_company;no;0;1115039.27;1727810.23;0;-132026;5;4;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
9223;36;FL;53658.54;0.2000;0.0100;freelancer;no;0;0;258554.05;0;121538.05;0;6;Bialystok_Podlasie;services;Q;NO;YES;PKW;1;NO
9224;36;FL;51206.5;0.2000;0.0100;freelancer;yes;1;0;258554.05;0;121538.05;0;7;Bialystok_Podlasie;services;Q;NO;YES;PKW;0;NO
9225;60;FL;39756.1;0.2045;0.0100;freelancer;no;0;0;1925066.9;0;70473;3;3;Opole_Dolny_Slask;sale;G;NO;NO;PKW;3;YES
9226;36;FL;41463.41;0.3000;0.0100;freelancer;no;0;?;0;0;-1733.33;1;0;Krakow_Malopolska;services;J;NO;YES;PKW;0;NO
9227;48;FL;59674.8;0.3000;0.0100;capital_company;no;0;66374;1191855;0;2873;5;4;Krakow_Malopolska;services;S;NO;YES;PKW;0;NO
9228;24;FL;85176;0.1000;0.1900;freelancer;no;0;?;90878594;0;5199085;126;16;Bialystok_Podlasie;?;?;NO;YES;PKW;0;NO
9229;48;FL;60310;0.2000;0.0100;civil_partnership;no;0;0;0;0;0;14;0;Lodz_Ziemia_Lodzka;sale;G;NO;YES;PKW;0;NO
9230;36;FL;61300;0.3000;0.0100;capital_company;no;0;1597338.49;1706550.36;0;-247360.07;15;3;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;YES;YES;PKW;0;NO
9231;36;FL;116000;0.1379;0.0100;freelancer;no;0;0;830477;0;218500;5;3;Bydgoszcz_Torun_Kujawy;services;H;NO;YES;PKW;0;NO
9232;36;FL;51638.21;0.3000;0.0100;capital_company;no;0;104892.55;66667.87;0;-35230.26;0;0;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;YES;YES;PKW;0;NO
9233;36;FL;95749.59;0.3000;0.0100;freelancer;no;0;?;2300000;0;360000;5;18;Warszawa_Mazowsze;services;Q;NO;YES;PKW;0;NO
9234;48;FL;48779.66;0.0500;0.0100;freelancer;no;0;0;81695;0;62666.31;1;11;Koszalin_Pomorze_Srodkowe;services;Q;NO;YES;PKW;0;NO
9235;36;FL;64592.68;0.2000;0.0100;freelancer;no;0;?;132219.96;0;91296.78;0;14;Warszawa_Mazowsze;services;K;NO;YES;PKW;0;NO
9236;60;FL;175609.76;0.1000;0.0100;freelancer;no;0;?;404268.19;0;94208.73;1;6;Warszawa_Mazowsze;services;Q;NO;NO;PKW;0;NO
9237;60;FL;62601.63;0.1500;0.0100;capital_company;no;0;402471.85;249124.89;0;110163.39;3;2;Dolny_Slask;services;M;NO;YES;PKW;0;YES
9238;36;FL;69268.29;0.3000;0.0100;freelancer;no;0;0;214835;0;25217;1;10;Zielona_Gora_Lubuskie;services;Q;NO;NO;PKW;0;NO
9239;60;FL;30650.41;0.2000;0.0100;freelancer;no;0;?;121959;0;16536;1;1;Katowice_Gorny_Slask;?;?;NO;NO;PKW;3;YES
9240;36;FL;92845.53;0.2000;0.0100;capital_company;no;0;174943199;308045571;0;6421215.96;100;9;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
9241;36;FL;92845.53;0.2000;0.0100;capital_company;no;0;174943199;308045571;0;6421215.96;100;9;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
9242;60;FL;57317.07;0.1064;0.0100;other;no;0;?;29329148;0;897986;32;53;Krakow_Malopolska;services;S;NO;YES;PKW;0;NO
9243;36;FL;54130.08;0.3000;0.0100;freelancer;no;0;?;701432;0;214927;5;7;Bydgoszcz_Torun_Kujawy;?;?;NO;YES;PKW;0;NO
9244;48;FL;93021.14;0.1000;0.0100;freelancer;no;0;0;2419154;0;125406;9;9;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
9245;48;FL;83560.99;0.1000;0.0100;civil_partnership;no;0;?;465000;0;93000;20;15;Lodz_Ziemia_Lodzka;production;C;NO;YES;PKW;0;NO
9246;36;FL;108130.08;0.3000;0.0100;personal_company;no;0;8728592;15912123;0;1240513;10;6;Bydgoszcz_Torun_Kujawy;sale;G;NO;YES;PKW;0;NO
9247;60;FL;187342;0.2170;0.0100;freelancer;no;0;?;341056.1;0;170552.31;0;2;Zielona_Gora_Lubuskie;services;S;NO;YES;PKW;0;NO
9248;36;FL;23780.49;0.3000;0.0100;capital_company;no;0;4566457;9039853.61;0;89973.09;5;9;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
9249;31;FL;82286.79;0.2470;0.0700;freelancer;no;0;?;1116384;0;544661;4;0;Zielona_Gora_Lubuskie;?;?;NO;YES;PKW;0;NO
9250;48;FL;52845.53;0.1000;0.0100;freelancer;no;0;?;266999;0;192370;1;7;Poznan_Wielkopolska;services;C;NO;YES;PKW;1;NO
9251;36;FL;88300;0.2500;0.0100;freelancer;no;0;0;840000;0;116000;1;27;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
9252;36;FL;47256.11;0.1000;0.2000;capital_company;no;0;6049346.03;10302559.5;0;916740.89;39;2;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;YES;PKW;0;NO
9253;48;FL;46926.83;0.2000;0.0100;freelancer;no;0;?;87120;0;7000;0;6;Katowice_Gorny_Slask;?;?;NO;YES;PKW;0;NO
9254;48;FL;80900;0.3000;0.0100;capital_company;no;0;1346623;3391538.13;0;97957.22;0;?;Poznan_Wielkopolska;?;?;NO;NO;PKW;4;NO
9255;48;FL;34308.94;0.3000;0.0100;capital_company;yes;0;1346623;3391538.13;0;97957.22;0;?;Poznan_Wielkopolska;?;?;NO;NO;PKW;0;NO
9256;36;FL;32764.23;0.2000;0.0100;freelancer;no;0;?;507126;0;137501;0;9;Dolny_Slask;services;J;NO;YES;PKW;0;NO
9257;36;FL;43333.33;0.2000;0.0100;freelancer;no;0;0;180205.28;0;28900;1;2;Bydgoszcz_Torun_Kujawy;?;?;NO;NO;PKW;0;NO
9258;60;FL;67073.17;0.2424;0.0100;freelancer;no;0;?;442000;0;358000;1;3;Warszawa_Mazowsze;sale;G;NO;NO;PKW;0;NO
9259;36;FL;106200;0.3000;0.0100;capital_company;no;0;3297215;2405528;0;361643;40;7;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
9260;36;FL;41869.92;0.1000;0.0100;freelancer;no;0;?;150250;0;80851;0;15;Bydgoszcz_Torun_Kujawy;education;P;YES;YES;PKW;0;NO
9261;36;FL;143536.59;0.1500;0.0100;personal_company;no;0;0;4560648;0;9500;15;9;Katowice_Gorny_Slask;?;?;NO;YES;PKW;0;NO
9262;48;FL;95934.96;0.1000;0.0100;freelancer;no;0;?;238255.42;0;65053.29;1;14;Szczecin_Pomorze_Zachodnie;?;?;NO;YES;PKW;0;NO
9263;36;FL;56597.56;0.2500;0.0100;freelancer;no;0;?;1505845;0;347126;12;16;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
9264;36;FL;34829.27;0.2000;0.0100;freelancer;no;0;?;10949870;0;1687692;17;13;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;0;NO
9265;24;FL;90243.9;0.3000;0.1900;civil_partnership;no;0;?;166350;0;54590;0;1;Warszawa_Mazowsze;services;J;NO;YES;PKW;0;NO
9266;24;FL;55471.54;0.4500;0.1900;civil_partnership;no;0;0;206692;0;159142;1;6;Lodz_Ziemia_Lodzka;services;L;NO;YES;PKW;0;NO
9267;36;FL;131707.32;0.2100;0.2000;civil_partnership;no;0;?;1685301;0;116811;7;13;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
9268;36;FL;58617.89;0.3000;0.0100;personal_company;no;0;3268627.91;10972413;0;259764;7;1;Zielona_Gora_Lubuskie;sale;G;NO;YES;PKW;0;NO
9269;36;FL;81604.07;0.2525;0.0100;freelancer;no;0;0;0;0;0;1;0;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
9270;36;FL;61600;0.1000;0.0100;personal_company;no;0;19205696.3;25603283.9;0;1251129.07;39;7;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
9271;36;FL;108500;0.1000;0.0100;personal_company;no;0;19205696.3;25603283.9;0;1251129.07;39;7;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
9272;36;FL;93000;0.1500;0.0100;personal_company;yes;0;19205696.3;25603283.9;0;1251129.07;39;7;Krakow_Malopolska;production;C;NO;YES;PKW;1;NO
9273;36;FL;109900;0.2000;0.0100;personal_company;yes;0;19205696.3;25603283.9;0;1251129.07;39;8;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
9274;24;FL;100860;0.1000;0.1900;personal_company;yes;2;19205696.3;25603283.9;0;1251129.07;39;10;Krakow_Malopolska;production;C;NO;YES;LKW;0;NO
9275;36;FL;104389.53;0.1000;0.0100;personal_company;yes;2;19205696.3;25603283.9;0;1251129.07;39;10;Krakow_Malopolska;production;C;NO;YES;LKW;0;NO
9276;36;FL;63252.03;0.4500;0.0100;freelancer;no;0;0;79562.38;0;70928.34;1;1;Krakow_Malopolska;services;K;NO;YES;PKW;0;NO
9277;40;FL;144433.33;0.2000;0.0100;capital_company;no;0;7861772.81;13963568.2;0;308200.27;33;8;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
9278;36;FL;54065.04;0.2256;0.0100;capital_company;yes;1;7861772.81;13963568.2;0;308200.27;33;9;Katowice_Gorny_Slask;production;C;NO;YES;PKW;5;NO
9279;36;FL;34016.26;0.3000;0.0100;freelancer;no;0;?;0;0;0;0;0;Koszalin_Pomorze_Srodkowe;education;P;NO;YES;PKW;0;NO
9280;60;FL;88509.75;0.1000;0.0100;capital_company;no;0;568097.42;1873823.03;0;63411.29;5;9;Koszalin_Pomorze_Srodkowe;services;H;NO;YES;PKW;0;NO
9281;24;FL;136467.48;0.4000;0.2500;freelancer;no;0;10510583.5;4268153.43;0;658146.93;36;10;Katowice_Gorny_Slask;services;I;YES;YES;PKW;0;NO
9282;36;FL;58943.09;0.3000;0.0100;freelancer;no;0;?;240000;0;80000;2;1;Katowice_Gorny_Slask;services;H;NO;NO;PKW;0;NO
9283;36;FL;134032.52;0.3000;0.0100;freelancer;no;0;?;190731.04;0;78083.5;1;13;Bydgoszcz_Torun_Kujawy;services;Q;NO;YES;PKW;0;NO
9284;24;FL;39024.39;0.2000;0.1900;freelancer;no;0;?;802730.22;0;198131.69;1;3;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
9285;24;FL;56219.51;0.3832;0.1900;freelancer;yes;2;?;802730.22;0;198131.69;1;5;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
9286;36;FL;132089.43;0.4000;0.0100;freelancer;no;0;?;3301315;0;246500;16;11;Katowice_Gorny_Slask;building;F;NO;NO;PKW;0;NO
9287;60;FL;215889.43;0.1000;0.0380;freelancer;no;0;?;588421;0;340305;1;10;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
9288;39;FL;207317.07;0.3000;0.0100;capital_company;no;0;585432.34;8351275.78;0;379015.02;6;7;Warszawa_Mazowsze;production;A;NO;YES;PKW;0;NO
9289;48;FL;88500;0.3000;0.0100;freelancer;no;0;?;1197855;0;611390;8;15;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;YES
9290;36;FL;63414.62;0.3154;0.0100;freelancer;no;0;0;255900;0;156836;1;10;Katowice_Gorny_Slask;services;C;NO;YES;PKW;1;NO
9291;48;FL;54715.45;0.2000;0.1500;freelancer;no;0;?;258243;0;17296.26;2;4;Katowice_Gorny_Slask;?;?;NO;NO;PKW;0;NO
9292;36;FL;104682.93;0.2000;0.0100;capital_company;no;0;3243586.57;1792704.83;0;43571.09;12;5;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
9293;36;FL;68292.68;0.2000;0.1000;freelancer;no;0;?;234187;0;142720;0;20;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
9294;48;FL;126829.27;0.1000;0.0100;freelancer;no;0;?;200000;0;100000;3;5;Krakow_Malopolska;?;?;NO;YES;PKW;0;NO
9295;48;FL;50813.01;0.4500;0.0100;freelancer;no;0;0;1000000;0;300000;2;11;Warszawa_Mazowsze;?;?;NO;YES;PKW;1;NO
9296;26;FL;58000;0.4000;0.1533;capital_company;no;0;509549;403300;0;75551;10;2;Bydgoszcz_Torun_Kujawy;services;M;NO;YES;PKW;1;NO
9297;60;FL;213035.77;0.4500;0.1000;freelancer;no;0;?;1883512.87;0;80097.96;6;13;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
9298;36;FL;137398.37;0.3000;0.0100;freelancer;no;0;?;1016654.02;0;240903.41;6;18;Krakow_Malopolska;?;?;NO;YES;PKW;1;NO
9299;36;FL;102601.63;0.3000;0.0100;freelancer;no;0;?;354660;0;85749;0;12;Lodz_Ziemia_Lodzka;?;?;NO;NO;PKW;0;NO
9300;36;FL;63699.19;0.1000;0.0100;capital_company;yes;0;5039449;7865109;0;-273759;17;0;Krakow_Malopolska;services;S;NO;YES;PKW;0;NO
9301;36;FL;63699.19;0.1000;0.0100;capital_company;no;0;5039449;7865109;0;-273759;17;0;Krakow_Malopolska;services;S;NO;YES;PKW;0;NO
9302;36;FL;165121.95;0.4000;0.0100;freelancer;no;0;?;1224257.52;0;888897.63;4;10;Katowice_Gorny_Slask;?;?;NO;YES;PKW;0;NO
9303;36;FL;78130.08;0.2000;0.0100;freelancer;no;0;?;113858.06;0;61282.84;0;2;Lodz_Ziemia_Lodzka;services;Q;NO;YES;PKW;0;NO
9304;36;FL;133447.14;0.2000;0.0100;civil_partnership;no;0;?;1812317;0;417999;10;4;Bydgoszcz_Torun_Kujawy;sale;G;NO;YES;PKW;0;NO
9305;24;FL;67458.54;0.2000;0.1900;freelancer;no;0;?;87695;0;30490.38;1;2;Gdansk_Gdynia_Pomorze_Gdanskie;services;Q;NO;YES;PKW;0;NO
9306;24;FL;98821.14;0.2000;0.1900;civil_partnership;no;0;0;294403;0;132243;2;10;Krakow_Malopolska;?;?;NO;YES;PKW;0;NO
9307;36;FL;66504.07;0.3000;0.0100;freelancer;no;0;?;150035;0;100096;0;15;Wroclaw_Dolny_Slask;services;Q;NO;YES;PKW;0;NO
9308;60;FL;77479.66;0.2655;0.0100;freelancer;no;0;0;515060.27;0;-27222.03;4;8;Wroclaw_Dolny_Slask;?;?;NO;YES;PKW;1;NO
9309;45;FL;25764.23;0.3689;0.0100;freelancer;no;0;?;89000;0;46900;0;1;Lodz_Ziemia_Lodzka;services;F;NO;NO;PKW;0;NO
9310;36;FL;57490;0.1000;0.0100;personal_company;no;0;2858540.11;8743395.75;0;662943.9;18;9;Zielona_Gora_Lubuskie;sale;G;NO;YES;PKW;0;NO
9311;27;FL;234959.35;0.0000;0.5010;capital_company;no;0;123236658;108423311;0;8740617;185;1;Olsztyn_Warmia_Mazury;production;C;NO;YES;PKW;0;NO
9312;43;FL;112195.12;0.0000;0.4949;capital_company;yes;0;123236658;108423311;0;8740617;185;1;Olsztyn_Warmia_Mazury;production;C;NO;YES;PKW;1;NO
9313;48;FL;100424.39;0.2429;0.0100;freelancer;no;0;?;331686.22;0;46355.46;2;10;Bydgoszcz_Torun_Kujawy;sale;G;NO;NO;PKW;1;NO
9314;36;FL;145880.49;0.3100;0.0100;freelancer;no;0;0;334333.43;3600;38162.86;1;3;Warszawa_Mazowsze;sale;G;YES;YES;PKW;0;NO
9315;60;FL;106504.08;0.1000;0.0100;freelancer;no;0;?;404293;0;115287;3;14;Szczecin_Pomorze_Zachodnie;?;?;NO;YES;PKW;0;NO
9316;36;FL;33585.38;0.1000;0.0100;freelancer;no;0;?;60000;0;13500;3;21;Warszawa_Mazowsze;services;G;NO;YES;PKW;0;NO
9317;36;FL;77186.99;0.2000;0.0100;freelancer;no;0;?;193410;0;138516;1;14;Opole_Dolny_Slask;services;Q;NO;YES;PKW;0;NO
9318;24;FL;210325.2;0.4500;0.1900;freelancer;no;0;?;255783.12;0;-19036.18;1;15;Dolny_Slask;?;?;YES;YES;PKW;0;NO
9319;36;FL;56577.25;0.4000;0.0100;freelancer;no;0;?;87079.6;0;57981.68;0;13;Szczecin_Pomorze_Zachodnie;services;Q;NO;YES;PKW;0;NO
9320;48;FL;67479.66;0.3000;0.0100;freelancer;no;0;?;98535.26;0;2799.28;1;14;Zielona_Gora_Lubuskie;?;?;NO;YES;PKW;0;NO
9321;60;FL;113821.14;0.1071;0.0100;freelancer;no;0;?;230000;0;140000;1;7;Szczecin_Pomorze_Zachodnie;sale;G;NO;NO;PKW;0;YES
9322;36;FL;26016.26;0.2000;0.0100;capital_company;no;0;6606579.9;13033238;0;4113597.67;50;2;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;NO;PKW;3;YES
9323;36;FL;27107.26;0.0000;0.0100;civil_partnership;no;0;?;780024.11;0;38195.81;2;11;Warszawa_Mazowsze;sale;G;NO;YES;PKW;4;NO
9324;36;FL;85853.66;0.1000;0.0100;freelancer;no;0;0;140000;0;100000;1;7;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
9325;36;FL;101000;0.2000;0.0100;civil_partnership;no;0;0;1345515;0;652400;12;3;Bydgoszcz_Torun_Kujawy;services;H;NO;YES;PKW;0;NO
9326;24;FL;93500;0.1000;0.2500;civil_partnership;yes;1;0;1345515;0;652400;12;4;Bydgoszcz_Torun_Kujawy;services;H;NO;YES;PKW;0;NO
9327;48;FL;54707.32;0.2000;0.0500;civil_partnership;no;0;?;155000;0;30000;2;13;Lodz_Ziemia_Lodzka;services;J;NO;NO;PKW;0;NO
9328;36;FL;189430.88;0.2500;0.2000;freelancer;no;0;?;340911;0;23532.16;0;2;Warszawa_Mazowsze;services;R;NO;YES;PKW;0;NO
9329;36;FL;71138.21;0.3000;0.0100;capital_company;no;0;40000;20000;0;30000;3;1;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
9330;60;FL;102000;0.2000;0.0100;freelancer;no;0;0;1415269;0;-121451;10;6;Bialystok_Podlasie;production;C;NO;YES;PKW;0;YES
