City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bhopal,9/29/2019,7.23,27.84,10.21,17.12,17.41,51.91,0.66,5.91,28.85,,,,49.0,Good
Visakhapatnam,12/22/2016,67.26,102.33,36.66,77.47,64.63,17.05,1.84,21.77,51.71,10.26,13.83,12.15,120.0,Moderate
Delhi,11/16/2018,138.49,230.56,19.55,42.41,41.05,41.19,1.24,14.2,40.74,3.27,24.64,0.86,302.0,Very Poor
Shillong,4/26/2020,,,,,0.0,,0.0,,,0.0,0.0,,,
Mumbai,11/11/2018,63.69,157.26,104.41,49.0,150.06,,2.65,25.82,66.27,3.23,,,179.0,Moderate
Bengaluru,1/27/2019,40.56,87.62,5.89,26.0,24.5,14.06,0.8,5.16,55.36,0.2,1.03,,101.0,Moderate
Jorapokhar,6/12/2020,,109.67,23.54,9.67,,9.16,1.83,22.13,17.76,,,,129.0,Moderate
Delhi,10/11/2016,134.84,327.75,62.55,83.87,120.1,36.52,1.6,16.52,104.67,2.09,5.34,,408.0,Severe
Delhi,1/22/2016,290.66,418.92,58.36,73.9,118.66,48.9,1.94,17.13,136.52,6.63,15.31,,399.0,Very Poor
Bengaluru,5/28/2016,,36.26,1.82,7.81,5.28,21.36,0.43,4.2,,,1.15,,38.0,Good
Jorapokhar,4/18/2018,,,,,,,,,,,,,,
Lucknow,3/10/2018,118.16,,9.53,26.41,31.44,43.44,0.63,14.59,38.13,0.37,0.2,,249.0,Poor
Amaravati,10/7/2019,21.0,34.78,2.21,12.32,6.04,20.39,0.45,16.43,37.42,0.11,0.86,0.24,,
Ahmedabad,2/26/2018,49.18,,30.05,135.69,88.62,,30.05,123.83,40.63,10.88,75.24,15.72,460.0,Severe
Delhi,6/23/2015,101.99,152.18,18.2,61.18,67.45,51.94,1.41,7.9,77.04,2.42,7.98,,226.0,Poor
Shillong,9/16/2019,9.93,18.77,1.19,3.56,1.5,3.64,0.2,5.2,44.41,0.14,0.49,,60.0,Satisfactory
Talcher,8/8/2019,13.98,39.26,41.56,3.19,41.55,8.45,1.66,43.81,1.28,0.0,,,87.0,Satisfactory
Talcher,9/5/2019,21.03,53.23,44.8,0.69,43.31,8.66,1.39,12.1,0.81,3.72,,,85.0,Satisfactory
Thiruvananthapuram,3/29/2020,18.2,45.16,3.57,9.41,9.53,6.06,0.77,5.81,36.25,,,,60.0,Satisfactory
Chennai,4/2/2015,106.27,,33.67,38.34,14.8,11.53,1.08,6.22,27.65,,4.72,,206.0,Poor
Chennai,6/14/2016,43.16,,7.86,17.81,19.29,101.44,2.14,5.18,19.23,4.03,13.2,,,
Lucknow,6/27/2019,79.54,,9.76,30.24,23.81,27.3,1.06,5.11,42.03,0.8,4.87,,161.0,Moderate
Thiruvananthapuram,10/4/2017,12.07,22.0,0.82,5.03,0.97,2.84,0.18,2.11,3.93,,,,,
Talcher,6/4/2019,24.82,102.59,20.23,9.42,29.66,7.25,1.18,25.43,4.27,0.0,,,118.0,Moderate
Bengaluru,6/3/2020,9.69,19.34,4.22,9.78,10.9,4.92,0.6,6.85,19.62,0.67,2.76,,42.0,Good
Mumbai,4/5/2020,27.36,73.53,10.76,8.48,18.47,8.25,0.44,6.67,28.81,3.65,,,78.0,Satisfactory
Thiruvananthapuram,12/31/2018,60.68,99.05,2.65,11.29,7.38,5.5,4.56,15.98,75.33,,,,146.0,Moderate
Lucknow,3/22/2020,60.47,,11.33,16.31,15.47,29.94,1.07,4.27,35.96,39.47,8.55,,128.0,Moderate
Ahmedabad,4/4/2017,,,,,,,,,,,,,,
Delhi,5/24/2015,79.1,251.52,32.09,56.29,69.04,37.22,8.56,18.96,60.08,7.08,7.12,,295.0,Poor
Guwahati,7/30/2019,68.67,153.57,6.91,10.76,22.86,7.24,0.47,11.18,14.86,0.38,,,182.0,Moderate
Delhi,5/6/2015,171.33,346.98,53.42,87.88,122.67,39.27,7.1,25.26,92.66,5.92,28.97,,398.0,Very Poor
Chennai,8/16/2019,26.43,49.99,5.54,17.24,22.72,41.01,0.89,10.24,37.5,0.91,2.11,,110.0,Moderate
Lucknow,6/27/2017,38.85,,6.04,12.47,,,1.3,3.04,17.94,1.49,2.68,,66.0,Satisfactory
Bengaluru,2/24/2020,35.6,82.42,5.07,25.61,28.15,11.92,1.01,5.93,43.59,0.28,1.2,,82.0,Satisfactory
Gurugram,4/7/2020,31.8,86.25,5.26,11.95,8.78,35.85,0.43,14.66,61.31,1.67,2.69,2.4,94.0,Satisfactory
Brajrajnagar,12/28/2019,39.99,83.28,20.77,23.88,31.31,66.72,0.64,3.94,35.13,87.76,,,91.0,Satisfactory
Ahmedabad,1/16/2018,87.3,,44.01,163.43,112.56,,44.01,127.99,12.21,18.24,77.88,13.33,716.0,Severe
Gurugram,12/15/2016,116.09,,7.79,10.76,,,,5.19,18.66,2.57,25.66,,253.0,Poor
Patna,4/10/2018,90.41,,7.13,12.71,7.62,,0.97,50.31,69.45,0.34,2.65,1.0,211.0,Poor
Jaipur,11/23/2019,73.61,183.61,20.67,55.72,66.46,53.65,1.2,11.0,45.18,2.78,9.77,,176.0,Moderate
Bengaluru,11/3/2019,40.0,71.78,11.18,26.32,27.98,18.0,0.99,5.46,34.6,0.89,2.58,,89.0,Satisfactory
Delhi,1/1/2017,191.5,402.31,103.24,66.19,55.29,55.92,1.31,25.13,50.03,8.39,19.94,,332.0,Very Poor
Ahmedabad,4/23/2015,75.29,,3.35,14.29,17.97,,3.35,76.05,60.71,0.0,0.01,2.27,,
Hyderabad,5/23/2020,44.09,147.59,6.29,35.83,22.82,16.26,0.62,8.65,35.2,3.68,29.38,3.02,122.0,Moderate
Ahmedabad,12/29/2017,88.93,,30.55,93.2,68.26,,30.55,112.46,61.52,21.93,99.28,17.48,763.0,Severe
Guwahati,12/31/2019,162.27,248.02,60.31,15.39,115.5,14.34,1.99,12.45,17.99,1.7,,,334.0,Very Poor
Amaravati,3/5/2018,30.04,83.07,11.58,24.74,22.65,12.52,0.78,8.98,17.81,0.05,1.91,0.21,83.0,Satisfactory
Mumbai,1/31/2019,51.24,174.07,,,,,2.93,24.08,47.64,4.26,,,151.0,Moderate
Bengaluru,3/26/2016,56.05,165.97,6.3,29.32,19.1,32.86,2.11,5.56,57.03,2.72,3.04,,149.0,Moderate
Hyderabad,2/17/2018,49.86,121.32,10.09,60.23,39.91,20.36,0.92,20.36,39.46,3.07,22.59,2.83,108.0,Moderate
Mumbai,1/22/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Bengaluru,9/13/2016,23.04,48.92,5.23,12.98,1.43,43.25,0.41,9.3,44.94,0.77,0.17,,60.0,Satisfactory
Bengaluru,2/10/2016,84.32,256.75,5.88,46.66,26.54,20.63,2.2,14.25,49.77,1.36,0.54,,191.0,Moderate
Delhi,4/26/2019,82.37,244.21,30.38,50.69,52.86,32.2,1.34,26.12,47.45,4.54,35.45,1.73,223.0,Poor
Mumbai,12/24/2015,,,,,92.79,,0.0,,,0.0,0.0,0.0,,
Hyderabad,12/7/2018,61.66,92.8,3.74,32.11,19.87,11.09,0.64,4.65,31.2,2.35,12.22,1.01,108.0,Moderate
Chennai,5/28/2016,50.64,,4.53,17.49,14.35,164.84,1.84,3.96,55.38,2.2,5.61,,115.0,Moderate
Gurugram,6/29/2016,,,2.41,6.64,4.93,,0.35,1.7,43.56,,,,,
Gurugram,3/18/2017,107.61,,6.99,16.92,,,0.62,11.9,56.24,0.03,2.82,,234.0,Poor
Visakhapatnam,10/1/2016,40.24,72.92,20.02,38.29,35.6,12.82,1.01,16.68,25.81,6.77,14.69,8.62,94.0,Satisfactory
Chennai,9/10/2016,43.96,,5.06,17.99,17.08,,0.61,3.64,26.37,1.72,4.24,,171.0,Moderate
Mumbai,7/27/2018,13.23,52.16,13.76,12.4,26.17,,1.14,12.25,22.52,0.53,,,63.0,Satisfactory
Chennai,7/19/2018,47.86,,9.46,20.18,16.09,58.85,0.81,7.33,16.08,0.0,2.48,,79.0,Satisfactory
Chandigarh,9/19/2019,38.1,61.67,7.61,3.3,10.9,1.37,0.65,14.74,26.14,7.14,1.94,2.15,88.0,Satisfactory
Chennai,11/17/2016,66.57,,4.09,26.41,15.13,,0.0,1.87,72.89,0.09,0.11,,113.0,Moderate
Talcher,4/4/2020,56.16,95.79,0.99,4.92,0.58,13.16,2.41,,65.39,0.0,,,146.0,Moderate
Amritsar,4/8/2020,,,,,,,,,,,,,,
Visakhapatnam,1/15/2017,76.86,123.73,3.89,23.54,15.42,13.1,0.98,4.77,105.22,3.72,5.78,1.95,148.0,Moderate
Ahmedabad,11/29/2016,,,,,,,,,,0.0,0.0,0.0,,
Hyderabad,1/17/2017,64.14,116.31,10.96,49.49,11.74,17.53,0.0,5.32,32.75,0.04,0.54,0.06,133.0,Moderate
Bhopal,5/24/2020,18.29,44.35,0.93,4.25,3.05,7.82,0.27,9.01,58.9,,,,71.0,Satisfactory
Jaipur,9/23/2017,54.45,99.61,12.12,41.12,,56.62,0.23,8.64,35.1,0.0,0.25,,84.0,Satisfactory
Chennai,10/15/2016,62.96,,6.62,28.47,15.09,,0.01,3.07,55.5,0.6,0.41,,124.0,Moderate
Hyderabad,1/28/2018,68.84,145.17,6.26,49.3,30.72,25.13,0.85,9.02,48.76,3.22,18.63,5.89,138.0,Moderate
Patna,4/8/2016,59.97,,8.43,16.56,22.27,,1.52,8.58,20.29,0.2,0.84,0.51,144.0,Moderate
Ahmedabad,1/30/2020,41.74,92.88,36.07,26.88,38.15,,36.07,100.04,30.37,1.02,30.57,1.08,528.0,Severe
Brajrajnagar,4/28/2018,43.2,115.78,4.69,14.32,19.0,8.81,3.23,13.55,29.9,0.16,,,125.0,Moderate
Bengaluru,9/4/2019,13.01,40.46,7.04,16.9,19.57,9.34,0.72,5.33,19.94,0.62,1.59,,51.0,Satisfactory
Amaravati,1/28/2020,33.62,60.66,2.5,14.78,9.89,16.7,0.52,20.29,36.88,0.32,0.61,0.12,65.0,Satisfactory
Hyderabad,4/19/2015,54.25,,10.01,21.04,31.05,,1.0,8.83,41.52,,,,139.0,Moderate
Hyderabad,5/24/2018,36.41,93.09,4.43,32.39,20.82,13.99,0.78,6.42,47.17,1.01,4.99,1.7,104.0,Moderate
Mumbai,11/1/2019,16.55,57.59,20.48,25.78,44.17,14.82,0.65,14.62,13.02,4.59,,,77.0,Satisfactory
Ahmedabad,10/7/2017,,,,,,,,,,,,,,
Shillong,4/25/2020,,,,,0.0,,0.0,,,0.0,0.0,,,
Amaravati,9/11/2019,,,,,,,,,,,,,,
Delhi,2/19/2020,138.46,286.39,87.96,59.9,111.77,44.11,2.0,20.13,44.29,6.39,37.24,2.16,300.0,Poor
Ahmedabad,8/17/2017,,,,,,,,,,,,,,
Shillong,4/27/2020,,,,,0.0,,0.0,,,0.0,0.0,,,
Delhi,5/31/2016,101.54,214.14,31.68,49.41,78.79,47.17,1.29,9.15,83.4,4.76,18.77,,225.0,Poor
Amaravati,2/16/2018,57.53,128.81,1.94,25.03,14.88,33.72,0.78,25.39,31.15,0.15,3.02,0.14,117.0,Moderate
Bengaluru,6/30/2019,20.16,63.53,5.14,17.51,19.15,10.04,0.63,3.91,33.55,0.36,1.15,,68.0,Satisfactory
Gurugram,3/8/2018,65.2,147.01,16.7,46.74,39.61,,1.1,,85.47,,,,200.0,Moderate
Kolkata,10/24/2018,100.85,164.83,30.44,83.39,113.83,18.14,1.59,12.96,30.75,5.7,8.67,,248.0,Poor
Visakhapatnam,3/11/2019,21.22,93.11,16.6,42.49,36.09,7.21,0.83,17.44,9.42,1.53,2.28,0.46,74.0,Satisfactory
Jorapokhar,3/27/2018,,,,,,,0.0,,,,,,,
Ahmedabad,7/14/2017,,,,,,,,,,,,,,
Lucknow,11/11/2015,325.72,,9.27,22.08,4.47,,1.64,9.08,55.03,,,,427.0,Severe
Jaipur,4/12/2020,28.61,80.61,3.06,11.97,12.76,17.73,0.62,12.14,52.32,0.57,7.24,,86.0,Satisfactory
Delhi,10/3/2017,69.45,127.48,22.75,26.09,11.47,31.36,0.2,5.81,34.34,0.24,1.27,0.1,115.0,Moderate
Mumbai,4/7/2016,,,,,22.24,,0.0,,,0.0,0.0,0.0,,
Amaravati,11/1/2019,12.95,35.12,6.0,13.44,12.11,6.68,0.58,12.65,31.2,0.17,2.21,0.2,64.0,Satisfactory
Hyderabad,3/15/2016,48.22,87.46,5.67,8.51,12.81,10.29,0.85,4.96,25.95,0.73,3.83,1.86,109.0,Moderate
Hyderabad,12/25/2018,73.18,149.61,3.91,46.1,26.91,12.02,0.61,8.93,43.56,3.39,25.34,2.22,153.0,Moderate
Chennai,6/14/2019,41.03,,12.23,34.45,33.73,6.51,1.09,4.38,48.14,0.0,0.97,,91.0,Satisfactory
Bengaluru,3/27/2016,63.5,175.45,4.97,30.19,18.63,42.56,0.82,5.39,89.88,2.36,2.12,,156.0,Moderate
Mumbai,5/1/2019,19.09,89.67,22.92,12.89,35.82,,1.77,23.3,12.82,0.15,,,90.0,Satisfactory
Coimbatore,6/22/2019,25.27,31.0,7.16,9.76,16.92,17.23,1.13,12.64,24.69,0.0,0.0,,67.0,Satisfactory
Bengaluru,2/20/2020,47.86,95.51,7.98,33.04,34.36,13.9,1.06,5.97,38.42,0.4,2.64,,94.0,Satisfactory
Jorapokhar,7/13/2017,,,,,,,,,,,,,,
Guwahati,5/21/2020,9.98,15.91,1.43,9.51,5.69,4.46,0.26,14.68,28.79,0.0,,,47.0,Good
Lucknow,9/10/2016,54.84,,2.86,49.57,,,1.04,2.9,43.95,0.62,,,109.0,Moderate
Patna,6/4/2018,83.58,,17.27,76.14,38.95,,0.91,39.99,84.15,5.56,55.88,23.57,166.0,Moderate
Mumbai,11/29/2018,53.71,170.39,44.84,39.31,84.16,,2.85,14.99,65.15,2.04,,,146.0,Moderate
Mumbai,1/10/2016,,,,,13.7,,0.0,,,0.0,0.0,0.0,,
Brajrajnagar,10/7/2019,25.13,46.13,7.41,9.91,9.33,25.96,2.09,8.5,6.29,0.72,,,103.0,Moderate
Patna,6/1/2020,17.45,80.29,15.54,13.91,11.71,3.99,0.46,9.38,50.42,1.74,3.32,2.4,110.0,Moderate
Patna,12/19/2017,302.05,,40.76,103.91,53.79,,2.36,54.94,35.15,0.73,4.07,2.08,441.0,Severe
Chennai,5/10/2020,9.64,,4.87,5.09,9.5,39.18,0.72,3.92,46.44,0.24,0.0,,69.0,Satisfactory
Ahmedabad,8/20/2019,46.58,138.91,26.7,53.62,56.13,,26.7,45.91,61.08,2.14,32.05,0.52,466.0,Severe
Patna,8/18/2015,,,13.91,12.51,26.32,,1.71,4.81,10.21,0.22,1.96,0.58,,
Ernakulam,2/11/2020,38.45,70.37,84.83,0.68,84.43,74.95,1.23,3.61,,1.48,3.52,0.35,104.0,Moderate
Amritsar,1/29/2019,56.89,94.19,16.31,22.23,38.57,6.6,0.0,,5.5,5.39,2.87,3.49,98.0,Satisfactory
Patna,3/28/2016,72.89,,6.08,11.5,17.58,,1.15,5.13,35.8,0.18,0.68,0.35,199.0,Moderate
Guwahati,3/18/2020,101.22,211.78,54.75,43.42,61.98,14.17,0.76,13.57,19.68,0.64,,,228.0,Poor
Patna,8/31/2015,,,11.32,12.18,23.36,,1.19,11.29,11.74,0.18,1.56,0.41,,
Gurugram,1/17/2017,158.05,,5.38,10.25,,,0.64,4.7,14.22,2.71,26.92,,345.0,Very Poor
Chennai,2/12/2019,56.04,,4.77,10.73,15.5,64.94,1.01,13.74,57.84,0.06,1.14,,126.0,Moderate
Delhi,8/11/2017,21.83,,24.86,35.39,4.87,17.92,0.0,,,0.07,0.0,,58.0,Satisfactory
Hyderabad,5/3/2015,38.96,,6.68,13.74,20.07,,0.69,8.33,46.87,,,,115.0,Moderate
Mumbai,12/17/2015,,,,,112.23,,0.0,,,0.0,0.0,0.0,,
Delhi,11/21/2017,178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,0.1,341.0,Very Poor
Patna,6/7/2017,,,,,,,,,,,,,,
Chennai,6/21/2017,51.81,,9.84,7.71,10.69,,0.0,4.1,38.32,0.03,0.03,,91.0,Satisfactory
Lucknow,11/28/2018,194.98,,76.89,72.25,99.86,36.71,2.03,10.0,13.86,2.88,2.33,,387.0,Very Poor
Mumbai,7/30/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Amaravati,10/15/2018,36.86,76.61,8.26,27.36,21.36,20.86,1.09,9.33,21.11,0.02,0.12,0.14,91.0,Satisfactory
Bengaluru,7/28/2017,21.77,77.97,9.59,28.74,0.0,26.46,1.17,4.57,51.05,0.88,0.79,,122.0,Moderate
Kochi,6/20/2020,22.44,41.2,32.27,1.65,26.2,,1.65,20.6,1.16,,0.0,,86.0,Satisfactory
Chennai,9/23/2016,18.98,,8.64,24.09,18.04,,0.03,1.82,16.67,0.79,2.47,,118.0,Moderate
Hyderabad,5/19/2017,45.73,153.81,6.3,49.46,12.42,21.18,0.11,12.25,32.93,0.06,0.73,0.4,148.0,Moderate
Chennai,8/15/2017,34.61,,3.71,10.35,7.03,,0.59,4.65,14.91,0.0,0.0,,86.0,Satisfactory
Patna,8/3/2015,,,23.79,30.33,54.07,,1.43,4.31,6.07,0.44,2.39,1.1,,
Delhi,12/21/2017,293.14,435.23,32.3,61.63,3.57,72.97,1.45,22.54,66.06,4.12,10.87,0.08,467.0,Severe
Thiruvananthapuram,4/28/2018,35.77,68.55,2.71,14.79,10.0,2.83,1.12,5.78,38.39,,,,70.0,Satisfactory
Thiruvananthapuram,5/5/2019,29.95,97.18,1.62,3.39,2.38,2.48,0.8,3.27,47.52,,,,96.0,Satisfactory
Lucknow,8/20/2015,34.33,,4.21,9.36,6.07,,1.87,14.61,20.57,0.15,0.3,,80.0,Satisfactory
Ahmedabad,9/27/2017,,,,,,,,,,0.0,0.0,0.0,,
Lucknow,9/16/2017,43.46,,9.4,32.36,,,1.25,4.64,32.14,1.5,3.11,,79.0,Satisfactory
Bengaluru,3/9/2017,32.53,98.45,7.46,38.79,0.0,35.13,0.35,6.8,16.07,2.28,2.54,,72.0,Satisfactory
Guwahati,1/30/2020,155.4,247.32,56.68,16.34,110.56,21.83,1.71,13.71,19.0,1.09,,,346.0,Very Poor
Thiruvananthapuram,5/12/2018,9.12,21.4,2.89,9.79,7.48,3.11,0.88,6.54,27.47,,,,54.0,Satisfactory
Delhi,7/28/2018,37.69,67.2,13.43,21.59,24.43,29.08,0.73,9.55,24.11,1.36,22.84,0.45,71.0,Satisfactory
Chandigarh,10/2/2019,15.77,44.47,13.35,5.38,13.63,6.2,0.54,15.9,20.96,4.99,2.73,1.79,58.0,Satisfactory
Lucknow,2/11/2015,,,6.41,28.63,4.22,,16.55,179.18,42.61,2.62,3.82,,,
Thiruvananthapuram,7/23/2018,18.71,65.29,2.87,6.27,5.67,1.95,0.91,6.24,32.27,,,,58.0,Satisfactory
Gurugram,2/20/2016,,,,,,,,,,,,,,
Chennai,11/19/2018,22.03,,10.28,13.35,23.22,102.83,1.03,13.48,18.24,0.13,2.38,,70.0,Satisfactory
Ahmedabad,5/1/2018,63.06,,13.88,28.22,24.09,,13.88,69.46,25.88,9.26,28.44,0.65,351.0,Very Poor
Lucknow,6/20/2019,60.93,,6.22,22.01,17.78,29.99,1.18,6.34,47.38,0.4,1.76,,138.0,Moderate
Amaravati,9/1/2019,,,,,,,,,,,,,,
Gurugram,6/16/2016,67.25,,2.14,5.69,4.97,,0.32,1.98,22.56,,,,217.0,Poor
Gurugram,6/6/2016,102.8,,3.95,6.98,4.94,,0.41,3.1,55.49,,,,,
Hyderabad,4/26/2020,29.9,59.77,6.85,20.64,15.56,15.52,0.42,4.27,25.52,1.21,7.86,0.28,71.0,Satisfactory
Amaravati,7/8/2019,13.1,34.85,2.64,22.88,14.4,1.91,0.33,17.88,25.83,0.17,0.97,0.17,35.0,Good
Lucknow,12/7/2018,190.39,,21.81,55.29,46.55,32.84,2.02,7.53,27.51,0.65,1.7,,362.0,Very Poor
Talcher,11/11/2018,88.86,338.63,9.61,6.27,13.33,6.0,0.0,27.64,13.05,,,,336.0,Very Poor
Jorapokhar,3/14/2020,,,23.65,12.28,,9.12,,24.36,59.46,,,,,
Bengaluru,2/26/2017,35.66,90.69,7.38,32.39,0.0,24.05,0.39,7.69,34.75,1.69,1.88,,73.0,Satisfactory
Ahmedabad,4/24/2016,,,,,,,,,,,,,,
Jaipur,11/16/2019,78.29,143.57,13.45,40.06,42.66,19.74,0.85,14.0,51.04,2.23,9.87,,167.0,Moderate
Brajrajnagar,7/29/2018,42.02,65.44,7.68,8.22,15.9,4.31,0.0,12.36,5.45,0.66,,,73.0,Satisfactory
Chennai,1/31/2017,100.68,,3.15,9.77,7.61,,0.01,2.52,39.08,0.12,0.0,,70.0,Satisfactory
Talcher,1/5/2018,,,,,,,,,,,,,,
Hyderabad,6/27/2017,11.82,36.34,7.7,11.63,5.34,3.92,0.09,5.31,31.88,0.0,0.22,0.01,53.0,Satisfactory
Thiruvananthapuram,9/1/2017,18.93,52.14,1.98,4.1,3.8,,0.9,4.01,7.69,,,,54.0,Satisfactory
Hyderabad,5/25/2015,41.21,,11.26,11.5,22.46,,0.9,9.15,29.88,,,,132.0,Moderate
Bengaluru,3/9/2019,51.08,114.17,6.55,27.19,26.56,18.98,1.01,5.51,56.41,1.92,5.91,,151.0,Moderate
Patna,10/12/2016,103.94,,6.29,14.7,20.99,,1.14,5.19,23.7,0.13,0.36,0.11,195.0,Moderate
Jorapokhar,9/1/2017,,1.5,4.36,3.65,,,0.23,12.55,,,,,,
Jorapokhar,7/7/2017,,69.48,8.29,13.31,,,0.15,11.76,4.38,,,,,
Ahmedabad,2/4/2020,80.59,127.97,29.48,59.9,51.22,,29.48,48.18,41.9,1.15,38.57,0.52,571.0,Severe
Mumbai,1/1/2017,,,,,,,0.0,,,,,,,
Kolkata,8/6/2019,25.88,45.47,15.26,24.85,40.29,12.46,0.6,3.4,13.95,14.78,12.3,3.16,65.0,Satisfactory
Ahmedabad,5/21/2018,50.7,,8.58,33.44,22.69,,8.58,27.74,59.94,6.92,32.76,0.65,256.0,Poor
Kochi,3/12/2020,23.38,82.01,135.28,0.12,105.21,4.03,1.2,20.51,1.56,,0.0,,122.0,Moderate
Jaipur,4/15/2020,32.07,92.25,4.27,18.99,19.22,25.6,0.6,12.39,43.41,1.33,12.14,,100.0,Satisfactory
Visakhapatnam,10/28/2016,44.65,76.94,7.7,32.65,22.73,18.43,1.01,6.99,53.31,4.99,10.19,6.15,147.0,Moderate
Mumbai,10/11/2016,,,,,,,0.0,,,,,,,
Amritsar,7/4/2019,39.29,104.66,11.42,10.8,16.89,19.43,0.38,6.95,15.28,3.71,1.61,6.96,105.0,Moderate
Lucknow,10/8/2015,68.67,,10.39,22.65,4.22,,9.97,4.54,36.18,9.54,9.54,,183.0,Moderate
Bengaluru,8/25/2016,15.02,62.79,3.54,18.74,0.59,41.23,0.59,4.94,26.6,,,,75.0,Satisfactory
Gurugram,10/5/2019,32.53,48.34,27.1,28.76,38.64,,1.08,4.53,42.46,0.0,2.93,,86.0,Satisfactory
Chennai,6/17/2018,59.7,,13.14,23.76,20.48,19.59,0.78,4.97,32.73,0.0,0.4,,86.0,Satisfactory
Coimbatore,7/24/2019,28.19,45.47,11.46,14.71,26.17,31.24,1.32,9.12,21.14,0.03,0.02,,71.0,Satisfactory
Patna,4/20/2016,89.45,,77.03,16.78,93.84,,1.48,8.8,22.95,0.24,0.83,0.57,194.0,Moderate
Gurugram,10/18/2018,162.48,271.89,73.25,59.73,84.59,,1.0,9.53,32.67,4.12,4.02,,329.0,Very Poor
Ahmedabad,5/20/2020,25.6,82.26,2.86,22.47,13.05,,0.69,,60.12,5.5,25.02,1.96,132.0,Moderate
Ahmedabad,3/23/2015,130.76,,45.61,41.03,85.76,,45.61,65.77,41.58,24.12,85.31,12.56,818.0,Severe
Coimbatore,6/26/2019,47.61,60.24,7.68,9.09,16.77,17.37,1.08,11.53,22.5,0.0,0.0,,75.0,Satisfactory
Visakhapatnam,7/10/2016,26.64,69.68,11.03,36.51,26.0,12.82,0.88,9.97,27.98,4.12,6.82,3.48,81.0,Satisfactory
Patna,9/27/2015,,,30.02,20.26,50.15,,1.01,5.93,10.05,0.21,1.82,0.44,,
Visakhapatnam,3/24/2020,39.49,95.32,14.83,40.71,33.71,,0.68,16.72,33.77,4.38,8.69,3.25,98.0,Satisfactory
Thiruvananthapuram,2/3/2018,54.76,96.7,1.65,16.6,10.17,8.29,0.96,8.15,68.96,,,,124.0,Moderate
Visakhapatnam,7/4/2017,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Patna,12/13/2017,182.27,,28.12,121.4,57.63,,2.01,38.42,45.27,0.55,4.24,2.0,378.0,Very Poor
Patna,3/7/2020,46.69,162.01,42.04,48.29,70.27,22.17,0.81,9.21,21.8,1.32,2.21,0.44,136.0,Moderate
Guwahati,10/5/2019,39.61,72.7,18.47,13.23,44.44,1.85,0.65,14.85,18.51,0.0,,,70.0,Satisfactory
Delhi,12/25/2017,259.0,368.35,61.55,58.92,7.06,68.61,1.68,23.76,56.1,5.63,15.78,0.39,398.0,Very Poor
Jaipur,6/23/2018,69.38,143.46,7.66,19.31,26.97,32.96,0.56,10.28,61.66,0.43,2.76,,156.0,Moderate
Bengaluru,3/31/2020,22.01,48.55,2.9,10.09,11.79,10.45,0.83,5.11,42.69,0.11,0.43,,68.0,Satisfactory
Bhopal,6/30/2020,14.48,46.7,2.02,9.17,6.62,11.19,0.5,12.78,50.01,,,,59.0,Satisfactory
Brajrajnagar,1/27/2019,68.67,96.01,14.25,17.68,28.38,43.88,2.91,14.64,6.05,0.0,,,115.0,Moderate
Mumbai,8/30/2016,,,,,,,0.0,,,,,,,
Talcher,3/8/2020,21.92,36.53,12.25,4.01,15.48,1.58,1.68,45.85,12.0,0.0,,,92.0,Satisfactory
Patna,12/25/2019,151.31,198.02,21.11,31.33,43.25,49.83,1.47,8.33,14.76,2.84,1.49,4.32,336.0,Very Poor
Jaipur,3/1/2018,64.1,125.46,11.57,34.24,36.96,24.35,0.75,12.0,81.47,1.22,4.17,,147.0,Moderate
Mumbai,9/4/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Guwahati,4/1/2019,35.72,50.06,5.84,11.66,22.08,17.19,0.76,18.67,43.8,1.26,,,74.0,Satisfactory
Kolkata,5/21/2019,38.55,88.64,3.42,12.6,15.96,5.18,0.5,1.78,17.88,3.45,10.64,,90.0,Satisfactory
Chennai,11/10/2015,76.42,,5.55,13.89,17.79,46.22,1.17,7.75,92.04,,,,117.0,Moderate
Lucknow,1/5/2018,241.25,,18.05,48.41,39.93,50.49,1.45,9.07,15.74,2.25,5.87,,398.0,Very Poor
Hyderabad,9/21/2018,37.91,78.9,5.26,27.55,17.69,22.26,0.38,8.39,21.72,1.37,6.3,1.25,91.0,Satisfactory
Patna,6/8/2018,44.22,,15.72,67.95,27.75,,0.95,35.82,65.12,5.39,54.93,25.25,115.0,Moderate
Hyderabad,4/13/2018,25.24,66.21,4.14,33.9,21.17,14.74,0.56,5.19,38.8,1.08,4.83,1.26,83.0,Satisfactory
Lucknow,10/24/2016,141.16,,6.48,58.26,6.24,,1.88,9.65,37.6,1.34,3.99,,323.0,Very Poor
Hyderabad,6/6/2020,23.02,74.58,5.54,20.88,14.47,19.79,0.29,10.04,17.59,0.59,4.03,0.57,58.0,Satisfactory
Kolkata,10/16/2018,59.26,100.25,28.29,37.82,65.67,16.78,1.4,9.3,36.2,2.25,8.92,,95.0,Satisfactory
Hyderabad,11/13/2019,62.64,120.38,4.36,32.29,20.36,10.87,0.55,7.01,34.16,0.96,8.01,0.37,123.0,Moderate
